Id,Title,DemographicType,Type,PublishingStatus,TotalVolumes,MainImageUrl
2294,Heroine Shikkaku,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/37848l.jpg
2295,Yawara!,Seinen,Manga,Finished,29,https://cdn.myanimelist.net/images/manga/1/280146l.jpg
2296,Toaru Majutsu no Index SS: Norse Mythology,Shounen,LightNovel,Finished,8,https://cdn.myanimelist.net/images/manga/3/55293l.jpg
2297,"Densha Otoko: Demo, Ore Tabidatsu yo",Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/5240l.jpg
2298,Osaerarenai!,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/12006l.jpg
2299,Kyoukai no Rinne,Shounen,Manga,Finished,40,https://cdn.myanimelist.net/images/manga/1/160168l.jpg
2300,Naisho no Jikan,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/168427l.jpg
2301,Love Share,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/39742l.jpg
2302,Kenka Banchou Otome: Koi no Battle Royal,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/190412l.jpg
2303,Naruto: Sasuke Retsuden - Uchiha no Matsuei to Tenkyuu no Hoshikuzu,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/276114l.jpg
2304,Smokin' Parade,Shounen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/174453l.jpg
2305,Hitomi kara Destiny,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/16248l.jpg
2306,K: Stray Dog Story,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/176955l.jpg
2307,Kodomo no Kamisama,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/223095l.jpg
2308,Tsukushite Agemasu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/29771l.jpg
2309,Lucky Star Pocket Travelers,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/6659l.jpg
2310,"Zenbu, Kimi no Mono.",Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/111225l.jpg
2311,Principal,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/198443l.jpg
2312,Kokumin Quiz,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/171260l.jpg
2313,Ginga Densetsu Riki,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/229456l.jpg
2314,Kiss ni Juuzoku,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/38076l.jpg
2315,Katakoi no Tsuki,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/26901l.jpg
2316,Gou-Dere Bishoujo Nagihara Sora♥,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/188790l.jpg
2317,17-21: Fujimoto Tatsuki Tanpenshuu,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/251352l.jpg
2318,Zero,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/209663l.jpg
2319,XBlade,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/2/52625l.jpg
2320,Lilim Kiss,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/5/271523l.jpg
2321,Fujoshi Kanojo.,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/184337l.jpg
2322,Zombie Maria,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/181399l.jpg
2323,Shinigami no Ballad.,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/209216l.jpg
2324,Tenchi Muyou! Ryououki,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/146475l.jpg
2325,Beautiful People,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/173682l.jpg
2326,Futsutsukamono no Ani desu ga,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/165068l.jpg
2327,Futari de Koi wo Suru Riyuu,Shoujo,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/221389l.jpg
2328,"Mitarai-ke, Enjou suru",Josei,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/261866l.jpg
2329,Okusama ga Seitokaichou!,Shounen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/1/211231l.jpg
2330,Akai Kiri no Naka kara,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/235991l.jpg
2331,Hime-chan no Ribbon,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/145585l.jpg
2332,●Rec,Seinen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/1/188843l.jpg
2333,Nejimaki Kagyuu,Seinen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/1/128255l.jpg
2334,Heaven!!,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/3/144089l.jpg
2335,Ginga Tetsudou 999,Shounen,Manga,Finished,18,https://cdn.myanimelist.net/images/manga/3/191348l.jpg
2336,Dracu-Riot!,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/156583l.jpg
2337,Ibitsu,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/157933l.jpg
2338,Himegimi no Tsukurikata,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/83322l.jpg
2339,Diamond Life,Josei,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/5/158802l.jpg
2340,Zero no Tsukaima Chevalier,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/173857l.jpg
2341,Wild☆Act,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/1/184549l.jpg
2342,Touge Oni,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/226124l.jpg
2343,Genderless Danshi ni Aisareteimasu.,Josei,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/238533l.jpg
2344,Flip Flap: Okamoto Lynn Tanpenshuu,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/66983l.jpg
2345,Rurouni Kenshin: Tokuhitsuban,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/132973l.jpg
2346,Lip Smoke,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/125235l.jpg
2347,Renzu-sou no Sankaku,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/196301l.jpg
2348,Vampire Miyu,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/142499l.jpg
2349,Zipang,Seinen,Manga,Finished,43,https://cdn.myanimelist.net/images/manga/1/209661l.jpg
2350,Shinya Shokudou,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/27502l.jpg
2351,Secret Kiss,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/123097l.jpg
2352,Ichigo Channel,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/1/10125l.jpg
2353,Hitorimi Haduki-san to.,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/130813l.jpg
2354,86: Operation High School,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/239974l.jpg
2355,Kokoro ni Hana wo!,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/262975l.jpg
2356,Kekkon Shiyou yo,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/17075l.jpg
2357,Blue Giant Supreme,Seinen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/193590l.jpg
2358,Death Note: Tokubetsu-hen,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/5/226627l.jpg
2359,Mizu wa Umi ni Mukatte Nagareru,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/226118l.jpg
2360,Taiyou no Ijiwaru,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/61005l.jpg
2361,After Hours,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/165028l.jpg
2362,Darker than Black: Kuro no Keiyakusha,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/31140l.jpg
2363,Kamen Rider Spirits,Seinen,Manga,Finished,16,https://cdn.myanimelist.net/images/manga/3/185785l.jpg
2364,Ghost Only: Yuurei Senyou Restaurant,Shoujo,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/267925l.jpg
2365,Hana wa Shinitagaru,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/3/239525l.jpg
2366,.hack//XXXX,Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/126083l.jpg
2367,Kill Me Baby,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/158552l.jpg
2368,Kaine,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/960l.jpg
2369,Chikyuu no Houkago,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/188829l.jpg
2370,Renai Joujou↑↑,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/161950l.jpg
2371,Mahou Shoujo Kazumi★Magica: The Innocent Malice,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/5/41783l.jpg
2372,Henjo: Hen na Joshikousei Amaguri Senko,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/188799l.jpg
2373,Monster Collection: Majuu Tsukai no Shoujo,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/151862l.jpg
2374,Oujisama no Yume Utsutsu,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/83332l.jpg
2375,Onihime VS,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/183911l.jpg
2376,Mamacolle,Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/19669l.jpg
2377,C.M.B. Shinra Hakubutsukan no Jiken Mokuroku,Shounen,Manga,Finished,45,https://cdn.myanimelist.net/images/manga/5/76317l.jpg
2378,Nicola no Oyururi Makai Kikou,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/205670l.jpg
2379,Love Sick,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/261546l.jpg
2380,Magnet na Watashitachi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/142529l.jpg
2381,Kono Kanojo wa Fiction desu.,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/57879l.jpg
2382,Crazy for You,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/3/139647l.jpg
2383,Shikeishuu 042,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/48487l.jpg
2384,Kimi ja Nakya Dame Nanda.,Shoujo,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/22598l.jpg
2385,Arachnid,Shounen,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/3/173766l.jpg
2386,Goggles,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/82178l.jpg
2387,Tenjou no Kajitsu,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/168449l.jpg
2388,Kimi no Yokogao shika Mirenai,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/234777l.jpg
2389,Aku no Meshitsukai,Shounen,Manga,OnHiatus,2,https://cdn.myanimelist.net/images/manga/2/69961l.jpg
2390,Baki Gaiden: Scarface,Seinen,Manga,OnHiatus,8,https://cdn.myanimelist.net/images/manga/1/128621l.jpg
2391,Giganto Makhia,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/280724l.jpg
2392,Shion no Ou: The Flowers of Hard Blood.,Seinen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/2/139069l.jpg
2393,Kunoichi Tsubaki no Mune no Uchi,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/3/210385l.jpg
2394,Shin Tekken Chinmi,Shounen,Manga,Finished,20,https://cdn.myanimelist.net/images/manga/3/75077l.jpg
2395,Hana ni Kedamono,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/39706l.jpg
2396,"Daidai wa, Hantoumei ni Nidone suru",Shounen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/2/167004l.jpg
2397,Tactics,Shoujo,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/3/158123l.jpg
2398,Tomodachi toshite Daisuki,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/236634l.jpg
2399,Inugami,Seinen,Manga,Finished,14,https://cdn.myanimelist.net/images/manga/3/185487l.jpg
2400,Honeymoon Salad,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/172157l.jpg
2401,Baby★Love,Shoujo,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/4/19225l.jpg
2402,Devil Survivor,Shounen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/172106l.jpg
2403,Kimi ni shika Kikoenai,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/262341l.jpg
2404,Cthulhu no Yobigoe: Lovecraft Kessakushuu,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/233737l.jpg
2405,Amakunai Karera no Nichijou wa.,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/2/221103l.jpg
2406,Boku wa Ohimesama ni Narenai,Shounen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/188820l.jpg
2407,Caramel Milk Tea,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/183167l.jpg
2408,One Piece Party,Shounen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/2/165199l.jpg
2409,Hideout,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/65719l.jpg
2410,Kunisaki Izumo no Jijou,Shounen,Manga,Finished,19,https://cdn.myanimelist.net/images/manga/3/58173l.jpg
2411,Midara na Ao-chan wa Benkyou ga Dekinai,Shounen,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/179091l.jpg
2412,BxB Brothers,Shoujo,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/662l.jpg
2413,Asebi to Sora Sekai no Boukensha,Seinen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/138489l.jpg
2414,Aoharu x Kikanjuu,Shounen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/46683l.jpg
2415,Shitsurakuen,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/63291l.jpg
2416,Tokyo Ghoul,Seinen,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/1/140109l.jpg
2417,Arms,Shounen,Manga,Finished,22,https://cdn.myanimelist.net/images/manga/2/147805l.jpg
2418,&,Josei,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/59089l.jpg
2419,Jigoku Shoujo,Shoujo,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/1/190949l.jpg
2420,Sand Land,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/253120l.jpg
2421,Ano Hito no I ni wa Boku ga Tarinai,Seinen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/1/216043l.jpg
2422,Isekai no Shikisai,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/1/189234l.jpg
2423,Kimi no Sekai ni Koi wa Nai,Josei,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/268275l.jpg
2424,Umi no Cradle,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/123557l.jpg
2425,Himitsu no Shitsuji-kun,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/4/29737l.jpg
2426,Non-chan to Watashi,Josei,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/5/178199l.jpg
2427,Yuugure Light,Shoujo,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/166606l.jpg
2428,Kakuriyo no Yadomeshi: Ayakashi Oyado ni Yomeiri shimasu.,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/202911l.jpg
2429,Tokedase! Mizore-chan,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/217287l.jpg
2430,Arakure Ojousama wa Monmon Shiteiru,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/221681l.jpg
2431,Final Fantasy: Lost Stranger,Shounen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/203713l.jpg
2432,Shounen Shoujo Hyouryuuki,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/5/23431l.jpg
2433,Gunjou Gakusha,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/1/123257l.jpg
2434,Zeikin de Katta Hon,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/253880l.jpg
2435,Dragon Ball Gaiden: Tensei shitara Yamcha Datta Ken,Shounen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/202580l.jpg
2436,"Koi toka, Kiss toka, Karada toka.",Shoujo,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/198161l.jpg
2437,Ichiban Ushiro no Daimaou,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/1/82282l.jpg
2438,Ookami Nanka Kowakunai!?,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/10358l.jpg
2439,Kaitou Saint Tail,Shoujo,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/2/171555l.jpg
2440,Clover no Kuni no Alice: Bloody Twins,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/26876l.jpg
2441,Dantalian no Shoka,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/243920l.jpg
2442,Crows Zero,Shounen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/172874l.jpg
2443,Kannou Sensei,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/200528l.jpg
2444,Kinou Nani Tabeta?,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/161884l.jpg
2445,Shin Mazinger Zero,Seinen,Manga,Finished,9,https://cdn.myanimelist.net/images/manga/2/152912l.jpg
2446,Meitantei Conan: Zero no Tea Time,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/211287l.jpg
2447,Choujigen Game Neptune: The Animation - Hello New World,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/1/120045l.jpg
2448,Uso Kano,Shoujo,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/3/91183l.jpg
2449,Mother Keeper,Shounen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/2/148699l.jpg
2450,Atashi no Bambi,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/66817l.jpg
2451,Miyuki,Shounen,Manga,Finished,12,https://cdn.myanimelist.net/images/manga/1/48687l.jpg
2452,Ohana Holoholo,Josei,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/175860l.jpg
2453,Ryuurouden,Shounen,Manga,Finished,37,https://cdn.myanimelist.net/images/manga/2/272129l.jpg
2454,Mizuki-senpai no Koi Uranai,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/245351l.jpg
2455,Gaki no Koro kara,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/82706l.jpg
2456,Ressentiment,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/52573l.jpg
2457,Inu wo Kau,Seinen,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/104405l.jpg
2458,Luck Stealer,Shounen,Manga,Finished,10,https://cdn.myanimelist.net/images/manga/3/156075l.jpg
2459,Hitsugi no Chaika,Shounen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/3/118509l.jpg
2460,Kenrantaru Grande Scène,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/119683l.jpg
2461,Blue,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/3/32280l.jpg
2462,Mayonaka no Cross Method,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/150677l.jpg
2463,Baccano!,Seinen,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/1/172600l.jpg
2464,Ibara no Okite,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/2/22760l.jpg
2465,Majime na Jikan,Seinen,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/3/254224l.jpg
2466,Fight no Akatsuki,Shounen,Manga,Finished,7,https://cdn.myanimelist.net/images/manga/3/186359l.jpg
2467,Adele to Darius,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/78691l.jpg
2468,Inu to Kuzu,Seinen,Manga,Finished,5,https://cdn.myanimelist.net/images/manga/2/250897l.jpg
2469,Tendou-ke Monogatari,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/176935l.jpg
2470,Gannibal,Seinen,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/1/216400l.jpg
2471,Mikan no Tsuki,Shoujo,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/138527l.jpg
2472,High Score Girl Dash,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/5/241381l.jpg
2473,Aono-kun ni Sawaritai kara Shinitai,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/1/197568l.jpg
2474,Uma Musume Cinderella Gray,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/240780l.jpg
2475,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Shounen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/106371l.jpg
2476,Moekare wa Orange-iro,Shoujo,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/3/194187l.jpg
2477,Never Give Up!,Shoujo,Manga,Finished,13,https://cdn.myanimelist.net/images/manga/1/270458l.jpg
2478,Men's Kou,Shoujo,Manga,Finished,8,https://cdn.myanimelist.net/images/manga/1/144331l.jpg
2479,Devil & Devil,Shounen,Manga,Finished,15,https://cdn.myanimelist.net/images/manga/4/197511l.jpg
2480,Kemono ni→Botsuraku Ojousama,Shoujo,OneShot,Finished,,https://cdn.myanimelist.net/images/manga/2/82746l.jpg
2481,Onnanoko wa Koi wo Suru to Mousou Shichaun desu.,Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/150298l.jpg
2482,"Suki, Tokoro ni yori Arashi.",Shoujo,Manga,Finished,1,https://cdn.myanimelist.net/images/manga/3/156380l.jpg
2483,Ribbon no Kishi,Shoujo,Manga,Finished,3,https://cdn.myanimelist.net/images/manga/2/130953l.jpg
2484,Sumika Sumire,Josei,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/2/210988l.jpg
2485,Boku to Issho,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/2/197265l.jpg
2486,Fool Night,Seinen,Manga,Publishing,,https://cdn.myanimelist.net/images/manga/2/242975l.jpg
2487,Skyhigh: Shinshou,Seinen,Manga,Finished,4,https://cdn.myanimelist.net/images/manga/3/128401l.jpg
2488,Inukami!,Shounen,Manga,Finished,6,https://cdn.myanimelist.net/images/manga/2/159384l.jpg
2489,Spicy Pink,Josei,Manga,Finished,2,https://cdn.myanimelist.net/images/manga/4/123913l.jpg
2490,Nijiiro Tougarashi,Shounen,Manga,Finished,11,https://cdn.myanimelist.net/images/manga/4/9782l.jpg
